key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
252,2019-05-13 04:58:40,,2019-05-13 04:58:40,,,,,,,,,2019-05-13 03:56:46,,2019-05-13 04:58:40,2019-05-13 04:46:09
253,,,2019-05-13 05:08:34,,,,,,,,,2019-05-13 05:08:34,,2019-05-13 05:38:38,2019-05-13 05:23:40
254,2019-05-13 09:44:14,,,2019-05-13 09:39:38,,,,,,,,2019-05-13 09:08:28,,2019-05-13 09:01:48,2019-05-13 08:54:10
255,,,,2019-05-13 10:43:29,,,,,,,,2019-05-13 10:28:38,,2019-05-13 10:22:55,2019-05-13 09:57:26
256,,,,2019-05-13 11:19:58,,,,,,,,2019-05-13 11:19:58,,2019-05-13 11:17:34,2019-05-13 11:11:29
257,,,,2019-05-13 11:47:33,,,,,,,,2019-05-13 11:35:26,,2019-05-13 11:47:33,2019-05-13 11:35:26
258,,,,,,2019-05-13 13:38:42,,,,,,2019-05-13 13:35:57,,2019-05-13 13:27:02,2019-05-13 13:14:18
259,,,,,,2019-05-13 14:46:59,,,,,,2019-05-13 14:58:28,,2019-05-13 14:52:05,2019-05-13 14:46:59
260,,,,2019-05-13 15:29:44,,,,,,,,2019-05-13 15:46:00,,2019-05-13 15:40:48,2019-05-13 15:29:44
261,,,,2019-05-13 16:17:27,,,,,,,,2019-05-13 16:14:56,,2019-05-13 16:12:25,2019-05-13 16:04:05
262,,,,2019-05-13 17:17:58,,,,,,,,2019-05-13 17:09:28,,2019-05-13 17:05:13,2019-05-13 16:59:07
263,,,2019-05-13 18:26:41,,,,,,,,,2019-05-13 18:18:23,,2019-05-13 18:13:21,2019-05-13 18:07:35
264,,,,,,,,,,,,2019-05-13 18:56:52,,2019-05-13 18:53:20,2019-05-13 18:46:16
265,,,,,,,,,,,,2019-05-13 19:27:16,,2019-05-13 19:24:17,2019-05-13 19:17:40
266,,,2019-05-13 20:03:09,,,,,,,,,2019-05-13 20:08:28,,2019-05-13 20:03:09,2019-05-13 19:50:56
267,,,2019-05-13 20:43:01,,,,,,,,,2019-05-13 20:38:00,,2019-05-13 20:34:08,2019-05-13 20:28:47
268,,,2019-05-13 21:17:39,,,,,,,,,,,2019-05-13 21:13:12,2019-05-13 21:07:17
270,2019-05-14 01:20:24,,2019-05-14 01:33:49,,,,,,,,,2019-05-14 01:29:42,,2019-05-14 01:20:24,2019-05-14 01:09:06
271,2019-05-14 02:50:28,,2019-05-14 02:50:28,,,,,,,,,2019-05-14 02:48:31,,2019-05-14 02:42:37,2019-05-14 02:37:22
272,,,2019-05-14 03:23:33,,,,,,,,,2019-05-14 03:13:26,,2019-05-14 03:39:29,2019-05-14 03:32:53
273,,,2019-05-14 03:59:25,,,2019-05-14 03:59:25,,,,,,,,2019-05-14 03:52:42,
274,,,2019-05-14 06:02:50,,,,,,,,,2019-05-14 05:50:18,,2019-05-14 05:46:58,2019-05-14 05:24:00
275,,,2019-05-14 06:11:36,,,,,,,,,2019-05-14 06:37:59,,2019-05-14 06:34:10,2019-05-14 06:28:03
276,,,2019-05-14 06:55:38,,,,,,,,,2019-05-14 07:24:54,,2019-05-14 07:19:36,2019-05-14 07:07:16
277,,,,,,2019-05-14 08:12:04,,,,,,,,2019-05-14 08:07:42,
278,,,,,,2019-05-14 08:51:49,,,,,,2019-05-14 09:12:34,,2019-05-14 09:12:34,2019-05-14 09:00:23
279,,,,,,2019-05-14 10:13:37,,,,,,,,,
280,,,2019-05-14 12:03:22,,,,,,2019-05-14 11:57:58,,,2019-05-14 11:51:26,,2019-05-14 11:46:48,
281,,,,,,,,,2019-05-14 12:35:40,,,2019-05-14 12:39:50,,2019-05-14 12:35:40,
282,,,2019-05-14 12:56:25,,,,,,2019-05-14 13:02:53,,,2019-05-14 13:12:24,,2019-05-14 13:07:49,
283,,,2019-05-14 13:20:41,,,,,,2019-05-14 13:47:34,,,2019-05-14 13:42:24,,2019-05-14 13:38:50,
284,,,,,,,,,2019-05-14 14:10:18,,,2019-05-14 14:24:01,,2019-05-14 14:21:02,
285,,,2019-05-14 14:55:18,,,,,,2019-05-14 14:51:58,,,2019-05-14 14:48:24,,2019-05-14 14:43:34,
286,,,2019-05-14 15:18:35,,,,,,2019-05-14 15:30:12,,,2019-05-14 15:26:31,,2019-05-14 15:21:38,
287,,,2019-05-14 16:00:13,,,,,,2019-05-14 16:00:13,,,2019-05-14 16:05:33,,2019-05-14 16:00:13,
288,,,2019-05-14 16:39:17,2019-05-14 16:25:11,,,,,2019-05-14 16:39:17,,,2019-05-14 16:33:01,,2019-05-14 16:27:18,
289,,,2019-05-14 16:55:09,,,,,,2019-05-14 16:55:09,,,2019-05-14 17:17:27,,2019-05-14 17:17:27,
290,,,,,,2019-05-14 18:02:52,,,,,,2019-05-14 17:58:52,,2019-05-14 17:50:50,2019-05-14 17:44:50
291,,,,2019-05-14 18:17:43,,,,,,2019-05-14 19:21:25,,2019-05-14 19:14:34,,2019-05-14 19:04:38,2019-05-14 18:52:50
292,,,,2019-05-14 19:50:57,,,,,,2019-05-14 20:05:17,,2019-05-14 19:59:13,,2019-05-14 19:54:43,2019-05-14 19:50:57
293,,,,2019-05-14 20:40:40,,,,,,,,,,2019-05-14 20:33:24,2019-05-14 20:29:48
294,,,,2019-05-14 21:23:40,,,,,,,,,,2019-05-14 21:19:25,2019-05-14 21:13:29
295,,,,2019-05-14 21:52:59,,,,,,,,2019-05-14 21:52:59,,2019-05-14 21:52:59,2019-05-14 21:44:38
296,,,,2019-05-14 22:46:14,,,,,,,,2019-05-14 22:42:39,,2019-05-14 22:32:03,2019-05-14 22:27:29
297,,,,2019-05-14 23:38:14,,,,,,,,2019-05-14 23:34:46,,2019-05-14 23:23:46,2019-05-14 23:12:36
298,2019-05-14 23:59:20,,,2019-05-15 00:30:31,,,,,,,,2019-05-15 00:30:31,,2019-05-15 00:26:10,2019-05-14 23:59:20
299,,,,,,,,,,,,2019-05-15 01:22:20,,2019-05-15 01:17:28,2019-05-15 01:06:40
300,2019-05-15 02:23:25,,2019-05-15 02:28:59,,,,,,,,,2019-05-15 02:23:25,,2019-05-15 02:17:44,2019-05-15 02:10:05
301,,,,,,,,,,,,2019-05-15 03:18:06,,2019-05-15 03:10:35,2019-05-15 03:03:59
303,2019-05-15 04:41:54,,2019-05-15 04:58:21,,,,,,,,,2019-05-15 04:52:26,,2019-05-15 04:41:54,2019-05-15 04:29:48
304,,,2019-05-15 05:05:46,,,,,,,,,2019-05-15 05:46:09,,2019-05-15 05:29:30,2019-05-15 05:22:28
305,,,2019-05-15 06:35:03,,,,,,,,,,,,
306,,,2019-05-15 07:12:24,,,,,,,,,2019-05-15 07:05:03,,2019-05-15 07:00:02,2019-05-15 06:53:49
307,,,2019-05-15 07:51:23,,,,,,,,,,,,
308,,,2019-05-15 08:14:00,,,,,,,,,2019-05-15 08:19:57,,2019-05-15 08:14:00,2019-05-15 08:08:01
309,,,,,,2019-05-15 09:16:29,,,,,,2019-05-15 09:12:25,,2019-05-15 09:07:14,2019-05-15 09:02:18
310,2019-05-15 10:09:57,,,,,2019-05-15 10:22:01,,,,,,2019-05-15 10:25:49,,2019-05-15 10:22:01,2019-05-15 10:15:39
311,,,2019-05-15 11:48:42,,,2019-05-15 11:46:00,,,,,,2019-05-15 11:38:15,,2019-05-15 11:27:23,
312,,,,,,,,,,,,2019-05-15 12:42:59,,2019-05-15 12:38:15,2019-05-15 12:34:04
313,,,,,,,,,,,,2019-05-15 13:18:30,,2019-05-15 13:14:29,2019-05-15 13:08:56
314,,,2019-05-15 14:05:44,,,,,,,,,2019-05-15 13:59:34,,2019-05-15 13:55:17,2019-05-15 13:44:46
315,,,2019-05-15 15:06:20,,,,,,,,,2019-05-15 15:03:57,,2019-05-15 14:59:14,2019-05-15 14:56:05
316,,,,,,,,,,,,2019-05-15 16:02:47,,2019-05-15 15:51:54,2019-05-15 15:47:51
317,,,2019-05-15 16:25:14,,,,,,,,,2019-05-15 16:30:21,,2019-05-15 16:25:14,2019-05-15 16:18:32
318,,,,,,2019-05-15 17:06:40,,,,,,2019-05-15 17:01:42,,2019-05-15 16:57:39,2019-05-15 16:50:55
319,,,,,,,,,,,,2019-05-15 18:17:28,,2019-05-15 18:14:30,
320,,,,,,2019-05-15 18:59:06,,,,,,2019-05-15 18:47:16,,2019-05-15 18:59:06,2019-05-15 18:47:16
321,,,,,,2019-05-15 20:16:11,,,,,,,,2019-05-15 20:08:11,2019-05-15 20:00:20
322,2019-05-15 23:03:53,,2019-05-15 22:59:04,2019-05-15 22:51:21,,,2019-05-15 22:42:51,,,,,2019-05-15 22:16:39,,2019-05-15 22:11:53,
323,,,,2019-05-15 23:22:28,,,,,,,,,,,
324,,,,2019-05-16 00:59:13,,,,,,,,2019-05-16 01:10:24,,2019-05-16 01:06:21,2019-05-16 00:59:13
325,,,,,,,,,,2019-05-16 01:56:47,,2019-05-16 01:48:44,,2019-05-16 01:40:45,2019-05-16 01:34:35
326,,,,2019-05-16 02:14:06,,,,,,,,2019-05-16 02:23:25,,2019-05-16 02:19:36,2019-05-16 02:14:06
327,2019-05-16 03:29:05,,,2019-05-16 03:21:06,,,,,,,,2019-05-16 03:16:43,,2019-05-16 03:11:15,2019-05-16 03:04:08
328,,,2019-05-16 04:00:48,,,,,,,,,,,,
329,,,,2019-05-16 05:35:12,,,,,,,,2019-05-16 05:32:46,2019-05-16 05:29:33,,2019-05-16 05:26:30
333,,,,2019-05-16 09:22:48,,,,,,,,2019-05-16 09:19:28,,2019-05-16 09:13:45,2019-05-16 09:02:01
334,2019-05-16 10:36:08,,,2019-05-16 10:27:16,,,,,,,,2019-05-16 10:18:20,,2019-05-16 10:14:21,2019-05-16 10:07:35
335,,,,,,2019-05-16 11:59:36,,,,,,2019-05-16 11:43:14,,2019-05-16 11:33:07,2019-05-16 11:26:05
336,2019-05-16 12:14:14,,,2019-05-16 12:49:17,,,,,,,,2019-05-16 12:40:13,,2019-05-16 12:29:11,2019-05-16 12:22:31
337,,,,,,2019-05-16 13:17:56,,,,,,2019-05-16 13:21:25,,2019-05-16 13:17:56,2019-05-16 13:12:44
338,,,,2019-05-16 14:01:44,,,,,,,,2019-05-16 14:01:44,,2019-05-16 13:51:27,2019-05-16 13:45:42
339,2019-05-16 14:25:11,,,2019-05-16 14:44:05,,,,,,,,2019-05-16 14:29:35,,2019-05-16 14:25:11,2019-05-16 14:19:30
340,2019-05-16 15:08:02,,,2019-05-16 15:08:02,,,,,,,,2019-05-16 15:21:44,,2019-05-16 15:17:33,2019-05-16 15:12:47
341,,,,,,,,,,,,2019-05-16 15:59:47,,2019-05-16 16:14:34,2019-05-16 16:14:34
342,,,,2019-05-16 16:49:57,,,,,,,,2019-05-16 16:49:57,,2019-05-16 16:39:36,2019-05-16 16:34:26
344,,,,2019-05-16 18:00:59,,,,,,,,2019-05-16 17:48:25,,2019-05-16 17:43:33,2019-05-16 17:38:00
345,,,,2019-05-16 18:41:14,,,,,,,,2019-05-16 18:37:07,,2019-05-16 18:30:34,2019-05-16 18:25:06
346,,,,,,2019-05-16 19:45:42,,,,,,2019-05-16 19:37:04,,2019-05-16 19:24:49,2019-05-16 19:19:21
347,,,,,,2019-05-16 20:15:55,,,,,,2019-05-16 20:15:55,,2019-05-16 20:24:42,2019-05-16 20:21:07
348,,,,,,2019-05-16 20:37:57,,,,,,2019-05-16 20:41:29,,2019-05-16 20:46:28,2019-05-16 20:41:29
349,,,,,,2019-05-16 21:46:44,,,,,,2019-05-16 21:46:44,,2019-05-16 21:39:39,2019-05-16 21:25:25
351,,,2019-05-17 03:14:00,,2019-05-17 03:23:34,,,,,,,,,2019-05-17 03:19:49,2019-05-17 03:14:00
352,2019-05-17 04:13:52,,,,,2019-05-17 04:09:53,,,,,,,,2019-05-17 04:05:58,2019-05-17 03:57:44
353,,,,,,2019-05-17 05:29:07,,,,,,2019-05-17 05:24:56,,2019-05-17 05:20:41,2019-05-17 05:13:38
354,,,,,,2019-05-17 06:45:31,,,,,2019-05-17 06:42:42,2019-05-17 06:24:19,,2019-05-17 06:01:50,2019-05-17 05:53:01
356,,,2019-05-17 07:48:25,,,,,,,,,2019-05-17 08:23:14,,2019-05-17 08:11:17,2019-05-17 08:00:13
357,,,2019-05-17 09:08:28,,,,,,,,,2019-05-17 09:11:25,,2019-05-17 09:08:28,2019-05-17 09:00:01
358,,,,,,2019-05-17 11:14:08,,,,,2019-05-17 11:14:08,2019-05-17 11:31:31,,2019-05-17 11:27:00,2019-05-17 11:21:30
359,,,,2019-05-17 14:03:20,,,,,,,,2019-05-17 13:59:55,,2019-05-17 13:54:08,2019-05-17 13:47:02
360,,,,2019-05-17 14:46:46,,,,,,,,2019-05-17 14:40:15,,2019-05-17 14:32:24,2019-05-17 14:26:18
361,2019-05-17 15:34:35,,,2019-05-17 15:42:58,,,,,,,,2019-05-17 15:34:35,,2019-05-17 15:23:35,2019-05-17 15:17:06
362,,,,2019-05-17 15:53:06,,,,,,,,2019-05-17 16:07:57,,2019-05-17 16:01:10,2019-05-17 15:58:44
363,,,,2019-05-17 16:26:52,,,,,,,,2019-05-17 16:40:19,,2019-05-17 16:40:19,2019-05-17 16:33:46
364,2019-05-17 17:57:19,,,2019-05-17 17:32:26,,,,,,,,2019-05-17 17:57:19,,2019-05-17 17:40:09,2019-05-17 17:32:26
365,,,,2019-05-17 19:25:32,,,,,,,,2019-05-17 19:14:52,,2019-05-17 19:08:55,2019-05-17 19:04:02
366,,,,2019-05-17 19:54:10,,,,,,,,2019-05-17 20:02:53,,2019-05-17 19:54:10,2019-05-17 19:45:21
367,,,2019-05-17 20:21:02,,,,,,,,,2019-05-17 20:36:02,,2019-05-17 20:36:02,2019-05-17 20:27:31
368,,,2019-05-17 21:09:46,,,,,,,2019-05-17 21:07:18,,2019-05-17 21:00:32,,2019-05-17 20:56:09,
369,,,2019-05-17 21:28:49,,,,,,,2019-05-17 21:28:49,,2019-05-17 21:28:49,,2019-05-17 21:41:31,2019-05-17 21:33:22
370,,,,2019-05-17 22:21:33,,,,,,2019-05-17 22:17:26,,2019-05-17 22:11:01,,2019-05-17 22:06:53,
371,,,2019-05-17 22:47:14,,,,,,,2019-05-17 23:01:27,,2019-05-17 22:55:39,,2019-05-17 22:51:44,2019-05-17 22:47:14
372,,,2019-05-17 23:14:48,,,,,,,2019-05-17 23:47:29,,2019-05-17 23:43:28,,2019-05-17 23:31:00,2019-05-17 23:25:17
373,,,,2019-05-18 00:43:32,,,,,,,,2019-05-18 00:36:40,,2019-05-18 00:34:34,2019-05-18 00:23:56
374,,,,,,,,,,,,2019-05-18 01:19:32,,2019-05-18 01:19:32,2019-05-18 01:28:43
375,,,,,,,,,,,,2019-05-18 02:18:41,,2019-05-18 02:14:36,
376,,,,,,,,,,,,2019-05-18 02:47:28,,2019-05-18 02:45:07,
377,,,,,,,,,,,,2019-05-18 03:27:37,,2019-05-18 03:21:07,
378,,,,,,,,,,,,2019-05-18 04:11:27,,2019-05-18 04:07:17,
379,,,,2019-05-18 05:14:23,,,,,,,,2019-05-18 05:14:23,,2019-05-18 05:02:25,2019-05-18 04:48:09
380,,,,2019-05-18 05:52:29,,,,,,,,2019-05-18 06:15:34,,2019-05-18 06:08:14,2019-05-18 05:52:29
381,,,,2019-05-18 07:20:09,,,,,,,,2019-05-18 07:13:09,,2019-05-18 07:05:51,2019-05-18 06:57:34
383,,,,2019-05-18 07:54:58,,,,,,,,2019-05-18 07:54:58,,2019-05-18 08:19:07,2019-05-18 07:54:58
384,,,,2019-05-18 09:17:50,,,,,,,,2019-05-18 09:17:50,,2019-05-18 09:08:45,2019-05-18 08:47:47
385,,,,2019-05-18 10:22:22,,,,,,,,2019-05-18 10:22:22,,2019-05-18 10:09:39,2019-05-18 09:43:16
386,,,,2019-05-18 11:18:06,,,,,,2019-05-18 11:18:06,,2019-05-18 11:18:06,,2019-05-18 11:05:35,2019-05-18 10:49:05
387,,,2019-05-18 12:05:28,,,,,,,,,2019-05-18 11:51:42,,2019-05-18 11:43:47,
388,,,2019-05-18 12:31:10,2019-05-18 12:38:59,,,,,,,,2019-05-18 12:34:37,,2019-05-18 12:31:10,2019-05-18 12:25:28
389,,,2019-05-18 13:12:53,2019-05-18 13:17:23,,,,,,,,2019-05-18 13:22:48,,2019-05-18 13:17:23,2019-05-18 13:12:53
390,2019-05-18 15:15:23,,,,,,,,,,,2019-05-18 15:10:32,,2019-05-18 15:04:19,2019-05-18 14:22:19
391,2019-05-18 16:12:19,,,2019-05-18 16:09:13,,,,,,,,2019-05-18 16:00:58,,2019-05-18 15:54:18,2019-05-18 15:25:10
392,,,,2019-05-18 16:47:23,,,,,,,,2019-05-18 16:47:23,,2019-05-18 16:43:19,2019-05-18 16:36:36
393,,,,2019-05-18 17:01:22,,,,,,,,2019-05-18 17:13:46,,2019-05-18 17:08:44,2019-05-18 17:01:22
394,,,,2019-05-18 17:52:55,,,,,,,,2019-05-18 17:52:55,,2019-05-18 17:43:11,2019-05-18 17:37:55
395,,,,2019-05-18 18:13:56,,,,,,,,2019-05-18 18:19:49,,2019-05-18 18:19:49,2019-05-18 18:13:56
396,2019-05-18 18:58:58,,,2019-05-18 18:39:11,,,,,,,,2019-05-18 18:58:58,,2019-05-18 18:54:01,2019-05-18 18:47:14
397,,,,2019-05-18 19:20:05,,,,,,,,2019-05-18 19:30:13,,2019-05-18 19:25:27,2019-05-18 19:20:05
398,,,,2019-05-18 20:04:20,,,,,,,,2019-05-18 20:04:20,,2019-05-18 19:57:45,2019-05-18 19:53:54
399,,,,2019-05-18 20:14:12,,,,,,,,2019-05-18 20:14:12,,2019-05-18 20:26:10,2019-05-18 20:21:24
400,,,,2019-05-18 21:21:57,,,,,,,,2019-05-18 21:21:57,,2019-05-18 21:08:33,2019-05-18 20:59:44
401,,,,2019-05-18 21:55:49,,,,,,,,2019-05-18 21:51:34,,2019-05-18 21:48:29,2019-05-18 21:42:24
402,,,,2019-05-18 22:31:33,,,,,,,,2019-05-18 22:28:59,,2019-05-18 22:23:18,2019-05-18 22:17:47
403,,,,,,2019-05-18 23:22:24,,,,,2019-05-18 23:16:30,2019-05-18 23:12:00,,2019-05-18 23:07:44,
404,,,,,,2019-05-19 00:02:46,,,,,2019-05-18 23:55:19,2019-05-18 23:49:57,,2019-05-18 23:46:20,
405,,,2019-05-19 02:09:14,,,,,,,,,2019-05-19 02:00:45,,2019-05-19 01:51:40,2019-05-19 01:46:57
406,,,,2019-05-19 02:33:00,,,,,,,,2019-05-19 02:33:00,,2019-05-19 02:20:39,2019-05-19 02:34:57
407,,,,,,,,,,,,2019-05-19 03:18:32,,2019-05-19 03:14:03,
408,,,,,,,,,,,,2019-05-19 03:54:49,,2019-05-19 03:50:55,2019-05-19 03:45:59
409,,,,,,,,,,,,2019-05-19 04:26:35,,2019-05-19 04:22:52,2019-05-19 04:18:17
410,,,2019-05-19 04:57:54,,,,,,,,,2019-05-19 04:44:31,,2019-05-19 04:57:54,2019-05-19 04:50:39
411,,,,,,,,,,,,2019-05-19 05:21:08,,2019-05-19 05:31:44,2019-05-19 05:27:08
412,,,,,,,,,,,,,,2019-05-19 06:04:55,2019-05-19 05:55:32
413,2019-05-19 06:29:14,,2019-05-19 06:54:17,,,,,,,,,2019-05-19 07:11:11,,2019-05-19 07:05:03,2019-05-19 06:54:17
414,,,2019-05-19 07:21:08,,,,,,,,,2019-05-19 07:47:02,,2019-05-19 07:42:23,2019-05-19 07:34:08
415,,,,,,,,,,,,2019-05-19 08:24:07,,2019-05-19 08:20:25,2019-05-19 08:14:21
416,,,,,,,,,,,,2019-05-19 09:43:42,,2019-05-19 09:35:37,2019-05-19 09:17:19
417,,,2019-05-19 10:27:43,,,,,,,,,,,2019-05-19 10:24:21,
418,,,2019-05-19 11:37:14,,,,,,,,,,,2019-05-19 11:34:04,2019-05-19 11:25:52
419,,,,,,,,,,,,2019-05-19 12:13:36,,2019-05-19 12:10:32,2019-05-19 12:04:28
420,,,2019-05-19 13:27:05,,,,,,,,,2019-05-19 13:09:44,,2019-05-19 13:03:38,2019-05-19 13:01:12
421,,,2019-05-19 13:52:51,,,,,,,,,2019-05-19 14:04:37,,2019-05-19 13:57:09,2019-05-19 13:52:51
422,,,2019-05-19 14:23:03,,,,,,,,,2019-05-19 14:38:08,,2019-05-19 14:38:08,2019-05-19 14:38:08
423,,,2019-05-19 15:29:06,,,,,,,,,2019-05-19 15:37:56,,2019-05-19 15:34:40,2019-05-19 15:29:06
424,,,2019-05-19 16:27:50,2019-05-19 16:19:03,,,,,,,,2019-05-19 16:19:03,,2019-05-19 16:39:49,2019-05-19 16:27:50
425,,,,2019-05-19 17:53:03,,,,,,,,2019-05-19 17:39:24,,2019-05-19 17:36:27,2019-05-19 17:21:00
426,,,,2019-05-19 18:41:56,,,,,,,,2019-05-19 18:18:52,,2019-05-19 18:16:24,2019-05-19 18:11:22
427,,,,2019-05-19 19:50:30,,,,,,,,2019-05-19 19:41:54,,2019-05-19 19:38:18,2019-05-19 19:32:14
428,,,,2019-05-19 20:31:52,,,,,,,,2019-05-19 20:27:54,,2019-05-19 20:12:52,2019-05-19 20:07:25
429,,,,2019-05-19 21:20:34,,,,,,,,2019-05-19 21:06:38,,2019-05-19 21:00:28,2019-05-19 20:53:01
430,,,,2019-05-19 21:39:22,,,,,,,,2019-05-19 21:29:43,,2019-05-19 21:42:50,2019-05-19 21:39:22
431,,,,2019-05-19 22:24:50,,,,,,,,2019-05-19 22:15:37,,2019-05-19 22:12:11,2019-05-19 22:03:37
432,,,,2019-05-19 22:51:04,,,,,,,,2019-05-19 22:51:04,,2019-05-19 22:51:04,2019-05-19 22:44:20
433,,,,2019-05-19 23:04:57,,,,,,,,2019-05-19 23:22:07,,2019-05-19 23:17:47,2019-05-19 23:07:32
434,,,,2019-05-20 00:24:11,,,,,,,,2019-05-20 00:20:42,,2019-05-20 00:14:10,2019-05-19 23:52:20
435,,,2019-05-20 01:39:43,,,,,,,,,2019-05-20 01:30:46,,2019-05-20 01:25:59,2019-05-20 01:20:37
436,,,,,,,,,,,,2019-05-20 01:48:43,,2019-05-20 01:48:43,
437,,,,,,,,,,,,2019-05-20 03:38:07,,2019-05-20 03:30:05,2019-05-20 03:21:10
438,,,,2019-05-20 04:45:39,,,,,,,,2019-05-20 04:40:38,,2019-05-20 04:33:47,2019-05-20 04:27:38
439,,,,2019-05-20 05:51:01,,,,,,,,2019-05-20 05:45:39,,2019-05-20 05:38:34,2019-05-20 05:00:22
440,,,,2019-05-20 06:33:40,,,,,,,,2019-05-20 06:30:26,,2019-05-20 06:24:15,2019-05-20 06:18:03
441,,,,2019-05-20 07:19:38,,,,,,,,2019-05-20 07:11:43,,2019-05-20 07:01:38,2019-05-20 06:51:06
442,,,,2019-05-20 07:52:24,,,,,,,,,,,
443,,,,2019-05-20 08:12:17,,,,,,,,2019-05-20 08:26:37,,2019-05-20 08:26:37,2019-05-20 08:20:55
444,2019-05-20 08:58:33,,,2019-05-20 09:35:48,,,,,,,,2019-05-20 09:31:52,,2019-05-20 09:23:45,2019-05-20 09:10:53
445,,,,2019-05-20 10:37:26,,,,,,,,,,,
446,,,,,,,,,,,,,,2019-05-20 11:24:13,2019-05-20 11:18:57
447,,,2019-05-20 12:10:57,,,,,,,,,2019-05-20 12:19:55,,2019-05-20 12:19:55,2019-05-20 12:10:57
448,,,,2019-05-20 12:56:59,,,,,,,,2019-05-20 12:54:25,,2019-05-20 12:51:56,2019-05-20 12:45:23
449,,,,,,,,,,,,,,2019-05-20 13:26:34,
450,,,2019-05-20 14:49:46,,,,,,,,,2019-05-20 14:44:09,,2019-05-20 14:23:27,2019-05-20 14:08:10
451,,,,,,,,,,,,2019-05-20 15:14:14,,2019-05-20 15:22:29,2019-05-20 15:14:14
452,,,2019-05-20 16:30:26,,,,,,,,,2019-05-20 16:50:33,,2019-05-20 16:39:46,2019-05-20 16:30:26
453,2019-05-20 17:28:11,,2019-05-20 17:52:45,,,,,,,,,2019-05-20 18:11:28,,2019-05-20 18:06:35,2019-05-20 17:52:45
454,2019-05-20 18:24:16,,2019-05-20 18:53:47,,,,,,,,,2019-05-20 18:58:15,,2019-05-20 18:53:47,2019-05-20 18:44:15
455,2019-05-20 19:42:20,,2019-05-20 19:38:43,,,,,,,,,2019-05-20 19:42:20,,2019-05-20 19:38:43,2019-05-20 19:25:53
456,,,2019-05-20 20:21:31,,,,,,,,,2019-05-20 20:16:00,,2019-05-20 20:09:47,2019-05-20 20:05:39
457,,,,,,,,,,,,2019-05-20 21:29:29,,2019-05-20 21:24:42,2019-05-20 21:12:19
458,,,2019-05-20 22:22:08,,,,,,,,,2019-05-20 22:36:04,,2019-05-20 22:22:08,2019-05-20 22:14:56
459,,,2019-05-20 23:18:35,,,,,,,,,2019-05-20 23:12:35,,2019-05-20 23:06:28,2019-05-20 23:00:10
460,,,2019-05-21 02:01:36,,,,,,,2019-05-21 01:58:55,,2019-05-21 01:56:29,,2019-05-21 01:39:01,2019-05-21 01:35:14
461,,,,,,,,,,2019-05-21 03:31:46,,2019-05-21 03:25:53,,2019-05-21 03:18:46,2019-05-21 02:13:39
462,,,2019-05-21 04:38:10,,,,,,,2019-05-21 04:27:19,,2019-05-21 04:19:56,,2019-05-21 04:16:02,2019-05-21 04:06:26
463,,,2019-05-21 05:25:20,,,,,,,,,2019-05-21 05:08:25,,2019-05-21 05:03:47,2019-05-21 04:58:45
464,,,2019-05-21 05:56:02,,,,,,,2019-05-21 05:56:02,,2019-05-21 05:56:02,,2019-05-21 06:15:09,2019-05-21 05:56:02
465,,,2019-05-21 07:11:02,,,,,,,2019-05-21 07:11:02,,2019-05-21 07:11:02,,2019-05-21 07:03:47,2019-05-21 06:59:23
466,,,2019-05-21 07:51:29,,,,,,,,,2019-05-21 07:48:32,,2019-05-21 07:43:07,2019-05-21 07:38:34
467,,,,,,,,,,2019-05-21 08:19:09,,,,,
468,,,2019-05-21 09:12:02,,,,,,,2019-05-21 09:07:35,,,,,
469,,,,2019-05-21 09:54:11,,,,,,2019-05-21 09:58:45,,2019-05-21 09:54:11,,2019-05-21 09:49:30,2019-05-21 09:41:47
470,,,,2019-05-21 11:08:17,,,,,,,,2019-05-21 11:16:14,,2019-05-21 11:08:17,2019-05-21 10:58:46
471,,,,2019-05-21 11:51:48,,,,,,,,,,2019-05-21 11:45:37,2019-05-21 11:41:32
472,,,,2019-05-21 12:28:34,,,,,,,,2019-05-21 12:24:35,,2019-05-21 12:16:46,2019-05-21 12:08:31
473,,,,2019-05-21 13:27:43,,,,,,,,,,2019-05-21 13:23:21,
474,,,,,,2019-05-21 16:50:43,,,,,,2019-05-21 16:48:28,,2019-05-21 16:41:14,2019-05-21 16:33:57
475,,,,,,2019-05-21 18:04:09,,,,,2019-05-21 17:57:26,2019-05-21 17:50:38,,2019-05-21 17:46:45,2019-05-21 17:37:00
476,,,,2019-05-21 19:23:01,,,,,,,,2019-05-21 19:18:02,,2019-05-21 19:05:01,2019-05-21 18:43:28
477,,,,2019-05-21 19:48:27,,,,,,,,2019-05-21 19:48:27,,2019-05-21 19:41:25,2019-05-21 19:37:24
478,,,,,,,,,,,,2019-05-21 20:35:12,,2019-05-21 20:25:07,2019-05-21 20:16:12
479,,,,2019-05-21 21:36:58,,,,,,2019-05-21 21:36:58,,2019-05-21 21:25:26,,2019-05-21 21:45:39,2019-05-21 21:36:58
480,,,,2019-05-21 22:04:47,,,,,,2019-05-21 22:37:19,,2019-05-21 22:37:19,,2019-05-21 22:37:19,2019-05-21 22:16:59
