key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
2084,2019-07-26 09:30:04,,,,,,,,
2085,2019-07-26 10:31:08,2019-07-26 10:21:12,,,,,,,
2086,2019-07-26 11:09:02,,,,,,,,
2087,2019-07-26 11:23:18,,,,,,,,
2088,2019-07-26 12:34:14,,,,,,,,
2089,2019-07-26 13:18:10,2019-07-26 13:05:09,,,,,,,
2090,2019-07-26 13:43:36,,,,,,,,
2091,2019-07-26 14:49:25,,,,,,,,
2092,2019-07-26 15:55:30,,,,,,,,
2093,2019-07-26 17:05:01,2019-07-26 16:56:09,,,,,,,
2094,2019-07-26 18:34:09,,,,,,,,
2095,2019-07-26 19:27:20,,,,,,,,
2096,2019-07-26 20:11:41,,,,,,,,
2097,2019-07-26 21:30:38,2019-07-26 21:26:10,,,,,,,
2098,2019-07-26 22:59:27,,,,,,,,
2099,2019-07-26 23:53:30,,,,,,,,
2100,2019-07-27 00:24:28,,,,,,,,
2101,2019-07-27 01:04:11,2019-07-27 00:57:24,,,,,,,
2102,2019-07-27 02:19:30,,,,,2019-07-27 02:13:58,,,
2104,2019-07-27 03:48:49,,2019-07-27 03:44:01,2019-07-27 03:25:58,,2019-07-27 03:11:17,,,
2105,,,2019-07-27 05:11:06,2019-07-27 05:07:46,,2019-07-27 04:47:06,,,
2106,2019-07-27 06:35:10,,2019-07-27 06:26:25,2019-07-27 06:23:07,,2019-07-27 06:09:34,2019-07-27 05:49:05,,
2107,2019-07-27 08:54:09,,2019-07-27 08:51:53,2019-07-27 08:32:14,,2019-07-27 08:24:44,2019-07-27 07:56:34,,
2108,2019-07-27 15:15:04,,2019-07-27 14:05:34,2019-07-27 13:57:58,,2019-07-27 13:48:37,2019-07-27 13:43:32,,
2109,2019-07-27 17:16:58,,2019-07-27 17:11:04,2019-07-27 17:07:27,,2019-07-27 16:40:06,,,
2110,2019-07-27 20:50:19,,2019-07-27 20:02:21,2019-07-27 19:41:36,,2019-07-27 19:15:43,2019-07-27 19:11:22,,
2111,2019-07-27 23:04:38,,,,,2019-07-27 22:52:21,,,
2112,2019-07-27 23:57:05,,,,,,,,
2113,2019-07-28 00:38:49,,,,,,,,
2114,2019-07-28 01:17:01,,,,,2019-07-28 01:07:46,,,
2115,2019-07-28 01:49:26,,,,,2019-07-28 01:40:36,,,
2116,2019-07-28 02:15:40,,,,,,,,
2117,2019-07-28 02:45:35,,,,,,,,
2118,2019-07-28 03:09:30,,,,,,,,
2119,2019-07-28 03:55:00,,,,,,,,
2120,2019-07-28 05:04:23,,,,,2019-07-28 05:00:32,,,
2121,2019-07-28 05:24:18,,,,,,,,
2122,2019-07-28 06:02:51,,,,,,,,
2123,2019-07-28 07:22:12,,,,,,,,
2124,2019-07-28 07:58:35,,,,,,,,
2125,2019-07-28 08:49:53,,,,,,,,
2126,2019-07-28 09:44:48,,,,,,,,
2127,2019-07-28 10:33:10,,,,,2019-07-28 10:26:23,,,
2128,2019-07-28 10:48:24,,,,,,,,
2129,2019-07-28 11:43:05,,,,,,,,
2130,2019-07-28 12:45:10,,,,,,,,
2131,2019-07-28 13:46:57,,,,,,,,
2132,2019-07-28 15:06:37,,,,,,,,
2133,2019-07-28 15:31:31,,,,,2019-07-28 15:27:07,,,
2134,2019-07-28 16:06:35,,,,,2019-07-28 15:57:59,,,
2135,2019-07-28 16:38:44,,,,,2019-07-28 16:30:04,,,
2136,2019-07-28 16:59:56,,,,,,,,
2137,2019-07-28 17:30:37,2019-07-28 17:25:21,,,,,,,
2138,2019-07-28 18:56:55,2019-07-28 18:51:39,,,,,,,
2139,2019-07-28 19:59:21,,,,,2019-07-28 19:46:20,,,
2140,2019-07-28 20:19:23,,,,,,,,
2141,2019-07-28 22:20:44,,,,,,,,
2142,2019-07-28 23:17:25,,,,,,,,
2143,2019-07-28 23:26:47,,,,,,,,
2144,2019-07-28 23:59:56,,,,,,,,
2145,2019-07-29 01:08:06,,,,,,,,
2146,2019-07-29 01:48:49,,,,,,,,
2147,2019-07-29 02:30:30,,,,,,,,
2148,2019-07-29 03:23:34,,,,,,,,
2149,2019-07-29 03:54:34,,,,,,,,
2150,2019-07-29 05:15:44,,,,,2019-07-29 05:09:26,,,
2151,2019-07-29 07:14:21,,,,,,,,
2152,2019-07-29 08:49:18,2019-07-29 08:41:21,,,,,,,
2153,2019-07-29 09:48:33,2019-07-29 09:40:24,,,,,,,
2154,2019-07-29 10:24:32,2019-07-29 10:16:35,,,,,,,
2155,2019-07-29 10:52:15,,,,,,,,
2156,2019-07-29 11:34:33,,,,,,,,
2157,2019-07-29 12:00:10,,,,,,,,
2158,2019-07-29 12:37:08,,,,,,,,
2159,2019-07-29 13:12:07,,,,,,,,
2160,2019-07-29 14:02:00,,,,,,,,
2161,2019-07-29 15:05:13,,,,,,,,
2162,2019-07-29 16:07:12,,,,,,,,
2163,2019-07-29 17:26:06,,,,,,,,
2164,2019-07-29 18:14:10,,,,,,,,
2165,2019-07-29 19:25:03,2019-07-29 19:14:38,,,,,,,
2166,2019-07-29 20:35:22,,,,,,,,
2167,2019-07-29 21:10:07,,,,,,,,
2168,2019-07-29 21:50:50,2019-07-29 21:43:04,,,,,,,
2169,2019-07-29 22:23:27,,,,,,,,
2170,2019-07-29 23:14:02,,,,,,,,
2171,2019-07-29 23:49:34,2019-07-29 23:42:18,,,,,,,
2172,2019-07-30 00:26:16,2019-07-30 00:20:09,,,,,,,
2173,2019-07-30 00:48:26,,,,,,,,
2174,2019-07-30 01:24:00,2019-07-30 01:19:17,,,,,,,
2175,2019-07-30 02:03:23,2019-07-30 01:53:00,,,,,,,
2176,2019-07-30 02:38:32,2019-07-30 02:28:12,,,,,,,
2177,2019-07-30 03:05:03,2019-07-30 02:54:34,,,,,,,
2178,2019-07-30 03:35:14,2019-07-30 03:28:28,,,,,,,
2179,2019-07-30 04:05:23,2019-07-30 04:05:23,,,,,,,
2180,2019-07-30 05:01:08,2019-07-30 04:50:49,,,,,,,
2181,2019-07-30 05:48:46,,,,,,,,
2182,2019-07-30 06:40:51,2019-07-30 06:33:53,,,,,,,
2183,2019-07-30 07:17:47,,,,,,,,
2184,2019-07-30 08:07:45,2019-07-30 07:57:44,,,,,,,
2185,2019-07-30 09:03:30,2019-07-30 08:55:47,,,,,,,
2186,2019-07-30 09:32:21,2019-07-30 09:26:52,,,,,,,
2187,2019-07-30 10:12:29,2019-07-30 09:57:25,,,,,,,
2188,2019-07-30 10:42:11,2019-07-30 10:33:20,,,,,,,
2189,2019-07-30 11:15:52,2019-07-30 11:09:40,,,,,,,
2190,2019-07-30 11:40:17,2019-07-30 11:33:01,,,,,,,
2191,2019-07-30 12:06:21,,,,,,,,
2192,2019-07-30 12:50:15,2019-07-30 12:40:54,,,,,,,
2193,2019-07-30 13:22:36,,,,,,,,
2194,2019-07-30 14:02:12,2019-07-30 14:02:12,,,,,,,
2199,2019-07-30 19:13:39,,,,,2019-07-30 19:04:23,,,
2200,2019-07-30 20:21:35,,,,,,,,
2201,2019-07-30 20:51:16,,,,,,,,
2202,2019-07-30 21:25:24,,,,,,,,
2203,2019-07-30 22:05:02,,,,,,,,
2204,2019-07-30 22:41:55,,,,,2019-07-30 22:33:45,,,
2205,,2019-07-30 23:30:42,,,,,,,
2206,2019-07-31 00:23:46,2019-07-31 00:16:44,,,,,,,
2207,2019-07-31 01:13:17,2019-07-31 01:04:37,,,,,,,
2208,2019-07-31 02:25:50,2019-07-31 02:17:31,,,,,,,
2209,2019-07-31 03:18:44,2019-07-31 03:07:22,,,,,,,
2210,2019-07-31 04:12:38,2019-07-31 04:03:30,,,,,,,
2211,2019-07-31 04:58:53,,,,,,,,
2212,2019-07-31 05:18:16,,,,,,,,
2213,2019-07-31 06:05:16,,,,,,,,
2220,2019-07-31 11:10:59,,,,,,,,
2221,2019-07-31 12:11:31,,,,,,,,
2222,2019-07-31 12:37:58,,,,,,,,
2223,2019-07-31 13:20:09,,,,,,,,
2224,2019-07-31 14:11:19,,,,,,,,
2225,2019-07-31 14:50:06,,,,,,,,
2226,2019-07-31 15:13:19,,,,,,,,
2227,2019-07-31 16:01:01,,,,,,,,
2228,2019-07-31 17:27:03,,,,,,,,
2229,2019-07-31 19:11:14,,,,,,,,
2230,2019-07-31 20:33:57,,,,,,,,
2231,,2019-07-31 21:09:48,,,,,,,
2232,2019-07-31 21:43:58,,,,,,,,
2233,2019-07-31 22:32:58,,,,,,,,
2234,2019-08-01 01:08:28,,,,,,,,
2235,2019-08-01 02:24:35,2019-08-01 01:56:51,,,,,,,
2237,2019-08-01 04:01:09,,,,,,,,
2239,2019-08-01 05:15:14,,,,,,,,
2240,2019-08-01 06:06:34,2019-08-01 05:53:07,,,,,,,
2241,2019-08-01 06:42:34,,,,,,,,
2242,2019-08-01 07:27:55,,,,,,,,
2243,2019-08-01 08:13:51,,,,,,,,
2244,2019-08-01 08:36:55,,,,,,,,
2245,2019-08-01 09:11:21,,,,,,,,
2246,2019-08-01 09:59:33,,,,,,,,
2247,2019-08-01 10:47:21,,,,,,,,
2248,2019-08-01 11:18:59,,,,,,,,
2249,2019-08-01 12:15:26,,,,,,,,
2250,2019-08-01 12:55:29,,,,,,,,
2251,2019-08-01 13:50:17,,,,,,,,
2252,2019-08-01 14:24:05,,,,,,,,
2253,2019-08-01 14:54:23,,,,,,,,
2254,2019-08-01 15:30:25,2019-08-01 15:26:16,,,,,,,
2255,2019-08-01 15:55:03,,,,,,,,
2256,2019-08-01 16:24:22,,,,,,,,
2257,2019-08-01 17:11:45,2019-08-01 17:06:32,,,,,,,
2258,2019-08-01 17:39:52,,,,,,,,
2259,2019-08-01 18:46:55,,,,,,,,
2260,2019-08-01 19:40:05,2019-08-01 19:28:37,,,,,,,
2261,2019-08-01 20:45:47,2019-08-01 20:35:37,,,,,,,
2262,2019-08-01 21:27:11,,,,,,,,
2263,2019-08-01 21:51:02,,,,,,,,
2264,2019-08-01 22:44:32,,,,,,,,
2265,2019-08-01 23:24:33,,,,,,,,
2266,2019-08-02 00:19:40,,,,,,,,
2267,2019-08-02 00:58:12,,,,,,,,
2268,2019-08-02 01:33:36,,,,,,,,
2269,2019-08-02 02:30:47,,,,,,,,
2270,2019-08-02 03:12:58,2019-08-02 03:06:23,,,,,,,
2271,2019-08-02 03:41:48,,,,,,,,
2272,2019-08-02 04:23:20,2019-08-02 04:05:53,,,,,,,
2273,2019-08-02 04:43:00,,,,,,,,
2274,2019-08-02 05:39:26,,,,,,,,
2275,2019-08-02 06:44:07,,,,,,,,
2276,2019-08-02 07:14:49,,,,,,,,
2277,2019-08-02 09:51:08,,,,,,,,
2279,2019-08-02 10:41:03,2019-08-02 10:33:29,,,,,,,
2280,2019-08-02 11:45:27,2019-08-02 11:34:49,,,,,,,
2281,2019-08-02 13:43:23,2019-08-02 13:30:01,,,,,,,
2282,2019-08-02 14:34:39,2019-08-02 14:23:14,,,,,,,
2283,2019-08-02 15:14:05,2019-08-02 15:07:55,,,,,,,
2284,2019-08-02 15:46:46,2019-08-02 15:37:25,,,,,,,
2285,2019-08-02 16:27:27,2019-08-02 16:18:03,,,,,,,
2286,2019-08-02 19:16:17,,,,,,,,
2287,2019-08-02 20:05:15,,,,,,,,
2288,2019-08-02 20:59:42,2019-08-02 20:52:20,,,,,,,
2289,2019-08-02 22:01:25,2019-08-02 21:52:33,,,,,,,
2290,2019-08-02 23:07:12,2019-08-02 22:56:09,,,,,,,
2291,2019-08-02 23:47:43,2019-08-02 23:42:31,,,,,,,
2292,2019-08-03 00:16:08,2019-08-03 00:10:57,,,,,,,
2293,2019-08-03 01:00:26,2019-08-03 00:45:32,,,,,,,
2294,2019-08-03 01:30:03,2019-08-03 01:24:37,,,,,,,
2295,2019-08-03 02:04:22,2019-08-03 01:57:22,,,,,,,
2296,2019-08-03 02:51:16,2019-08-03 02:45:20,,,,,,,
2297,2019-08-03 03:25:40,,,,,,,,
2298,2019-08-03 04:37:51,2019-08-03 04:25:56,,,,,,,
2299,2019-08-03 05:40:35,2019-08-03 05:29:44,,,,,,,
2300,2019-08-03 08:30:54,2019-08-03 08:18:15,,,,,,,
2301,2019-08-03 09:16:47,2019-08-03 09:06:35,,,,,,,
2302,2019-08-03 09:47:46,,,,,,,,
2303,2019-08-03 10:37:39,2019-08-03 10:22:39,,,,,,,
2304,2019-08-03 11:15:41,,,,,,,,
2305,2019-08-03 11:48:52,,,,,,,,
2306,2019-08-03 12:53:48,2019-08-03 12:49:25,,,,,,,
2307,2019-08-03 13:07:21,,,,,,,,
2308,2019-08-03 14:08:45,2019-08-03 14:01:40,,,,,,,
2309,2019-08-03 14:26:32,2019-08-03 14:19:07,,,,,,,
2310,2019-08-03 15:18:11,2019-08-03 15:16:06,,,,,,,
2311,2019-08-03 15:35:52,2019-08-03 15:26:51,,,,,,,
2312,2019-08-03 16:17:34,2019-08-03 16:10:27,,,,,,,
2313,2019-08-03 17:07:51,,,,,,,,
2314,2019-08-03 17:56:57,,,,,,,,
2315,2019-08-03 19:02:24,2019-08-03 18:39:40,,,,,,,
2316,2019-08-03 20:06:35,2019-08-03 19:55:10,,,,,,,
2317,2019-08-03 20:56:18,,,,,,,,
2318,2019-08-03 21:43:48,2019-08-03 21:37:56,,,,,,,
2319,2019-08-03 22:11:33,,,,,,,,
2320,2019-08-03 22:42:56,,,,,,,,
2321,2019-08-03 23:30:11,,,,,,,,
2322,2019-08-04 00:20:53,,,,,,,,
2323,2019-08-04 01:17:52,,,,,,,,
2324,2019-08-04 02:36:29,2019-08-04 02:27:05,,,,,,,
2325,2019-08-04 03:37:15,2019-08-04 03:28:44,,,,,,,
2326,2019-08-04 04:19:36,2019-08-04 04:13:54,,,,,,,
2327,2019-08-04 05:12:49,2019-08-04 05:04:41,,,,,,,
2328,2019-08-04 05:57:13,2019-08-04 05:51:26,,,,,,,
2329,2019-08-04 06:29:21,,,,,,,,
2330,2019-08-04 07:07:18,2019-08-04 06:52:59,,,,,,,
2331,2019-08-04 07:41:06,2019-08-04 07:35:24,,,,,,,
2332,2019-08-04 08:22:43,2019-08-04 08:09:06,,,,,,,
2333,2019-08-04 09:03:49,2019-08-04 08:51:13,,,,,,,
2334,2019-08-04 09:41:45,2019-08-04 09:32:54,,,,,,,
2335,2019-08-04 10:48:16,2019-08-04 10:41:50,,,,,,,
2336,2019-08-04 11:45:32,2019-08-04 11:16:44,,,,,,,
2337,2019-08-04 12:38:52,2019-08-04 12:31:27,,,,,,,
2338,2019-08-04 13:01:31,,,,,,,,
2339,2019-08-04 13:30:33,,,,,,,,
2340,2019-08-04 14:13:43,,,,,,,,
2341,2019-08-04 15:03:02,,,,,,,,
2342,2019-08-04 15:55:43,,,,,,,,
2343,2019-08-04 17:14:52,,,,,,,,
2344,2019-08-04 18:14:06,2019-08-04 18:00:59,,,,,,,
2345,2019-08-04 18:48:52,,,,,,,,
2346,2019-08-04 19:55:58,2019-08-04 19:46:00,,,,,,,
2347,2019-08-04 20:52:06,,,,,,,,
2348,2019-08-04 21:48:41,2019-08-04 21:43:43,,,,,,,
2349,2019-08-04 22:00:43,,,,,,,,
2350,2019-08-04 22:43:25,,,,,,,,
2351,2019-08-04 23:12:11,,,,,,,,
2352,2019-08-05 00:04:43,2019-08-04 23:56:52,,,,,,,
2353,2019-08-05 00:32:56,,,,,,,,
2354,2019-08-05 01:48:58,,,,,,,,
2355,2019-08-05 02:42:22,,,,,,,,
2357,2019-08-05 03:37:57,,,,,,,,
2358,2019-08-05 04:31:44,,,,,,,,
2359,2019-08-05 05:44:43,,,,,,,,
2361,2019-08-05 08:35:21,2019-08-05 08:29:02,,,,,,,
2362,,2019-08-05 09:09:33,,,,,,,
2363,2019-08-05 10:19:53,2019-08-05 10:10:45,,,,,,,
2364,,2019-08-05 10:48:57,,,,,,,
2365,2019-08-05 11:26:06,2019-08-05 11:18:45,,,,,,,
2366,2019-08-05 13:05:31,2019-08-05 12:57:18,,,,,,,
2371,2019-08-05 23:26:13,,,,,,,,
2372,2019-08-06 00:35:37,,,,,,,,
2374,2019-08-06 03:56:28,2019-08-06 03:50:16,,,,,,,
2375,2019-08-06 04:48:52,,,,,,,,
2376,2019-08-06 06:18:15,,,,,,,,
2377,2019-08-06 07:33:02,2019-08-06 07:28:26,,,,,,,
2378,2019-08-06 08:16:22,2019-08-06 08:11:00,,,,,,,
2379,2019-08-06 08:47:04,,,,,,,,
2380,2019-08-06 09:42:09,,,,,,,,
2381,2019-08-06 10:40:57,2019-08-06 10:31:31,,,,,,,
2382,2019-08-06 11:12:17,2019-08-06 11:09:14,,,,,,,
2383,2019-08-06 11:47:40,,,,,,,,
2384,2019-08-06 12:31:18,2019-08-06 12:21:40,,,,,,,
2385,2019-08-06 13:02:37,,,,,,,,
2386,2019-08-06 14:09:10,2019-08-06 14:00:06,,,,,,,
2387,2019-08-06 15:09:03,2019-08-06 14:52:08,,,,,,,
2394,2019-08-06 20:59:11,,,,,,,,
2395,2019-08-06 22:34:32,,,,,,,,
2396,2019-08-06 23:22:32,2019-08-06 23:11:22,,,,,,,
2397,2019-08-06 23:58:37,,,,,,,,
2398,2019-08-07 00:55:07,2019-08-07 00:46:05,,,,,,,
2399,2019-08-07 01:32:54,,,,,,,,
2400,2019-08-07 02:11:55,,,,,,,,
2401,2019-08-07 02:46:48,,,,,,,,
2402,2019-08-07 03:54:05,2019-08-07 03:46:30,,,,,,,
2403,2019-08-07 04:55:13,,,,,,,,
2404,2019-08-07 05:50:16,2019-08-07 05:40:11,,,,,,,
2405,2019-08-07 06:45:01,2019-08-07 06:35:48,,,,,,,
2406,2019-08-07 08:05:22,,,,,,,,
2407,2019-08-07 09:13:21,,,,,,,,
2408,2019-08-07 10:22:08,2019-08-07 10:10:59,,,,,,,
2409,2019-08-07 10:49:39,,,,,,,,
2410,2019-08-07 12:08:11,2019-08-07 11:50:43,,,,,,,
2411,2019-08-07 12:36:30,2019-08-07 12:28:08,,,,,,,
2412,2019-08-07 12:54:46,,,,,,,,
2413,2019-08-07 13:48:05,2019-08-07 13:35:20,,,,,,,
2414,2019-08-07 13:59:02,,,,,,,,
2415,2019-08-07 14:34:15,,,,,,,,
2416,2019-08-07 15:53:27,2019-08-07 15:43:43,,,,,,,
2417,2019-08-07 16:22:37,2019-08-07 16:16:00,,,,,,,
2418,2019-08-07 16:54:53,2019-08-07 16:48:28,,,,,,,
2419,2019-08-07 17:22:59,2019-08-07 17:16:11,,,,,,,
2420,2019-08-07 18:04:50,2019-08-07 17:57:09,,,,,,,
2421,2019-08-07 18:34:43,2019-08-07 18:28:59,,,,,,,
2422,2019-08-07 19:05:32,2019-08-07 18:59:37,,,,,,,
2423,2019-08-07 19:34:21,2019-08-07 19:28:01,,,,,,,
2424,2019-08-07 19:54:48,,,,,,,,
2425,2019-08-07 20:46:57,2019-08-07 20:40:08,,,,,,,
2426,2019-08-07 21:15:04,2019-08-07 21:10:29,,,,,,,
2427,2019-08-07 21:52:51,2019-08-07 21:44:20,,,,,,,
2428,2019-08-07 22:17:06,,,,,,,,
2429,2019-08-07 22:55:59,2019-08-07 22:49:01,,,,,,,
2430,2019-08-07 23:20:35,,,,,,,,
2431,2019-08-07 23:57:31,2019-08-07 23:53:52,,,,,,,
2432,2019-08-08 00:47:24,2019-08-08 00:38:54,,,,,,,
2433,2019-08-08 01:22:24,2019-08-08 01:19:25,,,,,,,
2434,2019-08-08 02:31:52,,,,,,,,
2435,2019-08-08 04:13:38,,,,,,,,
2436,2019-08-08 05:00:57,,,,,,,,
2437,2019-08-08 06:41:20,,,,,,,,
2438,2019-08-08 08:18:36,,,,,,,,
2439,2019-08-08 09:33:37,,,,,,,,
2440,2019-08-08 10:41:24,2019-08-08 10:34:59,,,,,,,
2441,2019-08-08 11:15:18,2019-08-08 11:08:33,,,,,,,
2442,2019-08-08 11:51:27,,,,,,,,
2443,2019-08-08 12:34:14,,,,,,,,
2444,2019-08-08 13:09:34,,,,,,,,
2445,2019-08-08 13:54:54,2019-08-08 13:46:04,,,,,,,
2447,2019-08-08 15:15:09,2019-08-08 15:04:53,,,,,,,
2448,2019-08-08 16:43:36,2019-08-08 16:33:32,,,,,,,
2449,2019-08-08 18:02:41,,,,,,,,
2450,2019-08-08 18:41:58,,,,,,,,
2451,2019-08-08 19:49:32,,,,,,,,
2452,2019-08-08 21:07:53,2019-08-08 20:57:53,,,,,,,
2453,2019-08-08 21:58:11,,,,,,,,
2454,2019-08-08 22:43:36,2019-08-08 22:36:15,,,,,,,
2455,2019-08-08 23:06:06,,,,,,,,
2456,2019-08-09 00:02:50,2019-08-08 23:54:19,,,,,,,
2457,2019-08-09 00:31:05,,,,,,,,
2458,2019-08-09 01:36:09,2019-08-09 01:27:31,,,,,,,
2459,2019-08-09 02:01:51,,,,,,,,
2460,2019-08-09 02:53:42,2019-08-09 02:49:57,,,,,,,
2461,2019-08-09 03:18:20,2019-08-09 03:11:04,,,,,,,
2462,2019-08-09 04:14:25,2019-08-09 04:05:54,,,,,,,
2463,2019-08-09 05:20:18,2019-08-09 05:02:36,,,,,,,
2464,2019-08-09 06:25:16,2019-08-09 06:18:57,,,,,,,2019-08-09 06:04:40
2465,2019-08-09 07:16:54,2019-08-09 06:59:54,,,,,,,2019-08-09 06:49:04
2466,2019-08-09 08:31:32,2019-08-09 08:13:31,,,,,,,2019-08-09 08:01:55
2467,2019-08-09 09:34:38,2019-08-09 09:18:08,,,,,,,2019-08-09 09:11:30
2468,2019-08-09 10:53:50,2019-08-09 10:53:50,,,,,,,2019-08-09 10:17:13
2470,2019-08-09 11:46:47,2019-08-09 11:27:34,,,,,,,2019-08-09 11:16:48
2471,2019-08-09 13:27:53,2019-08-09 13:22:09,,,,,,,2019-08-09 13:07:31
2472,2019-08-09 14:03:42,2019-08-09 14:03:42,,,,,,,2019-08-09 14:03:42
2473,2019-08-09 15:00:32,2019-08-09 14:51:44,,,,,,,
2474,2019-08-09 16:12:37,2019-08-09 16:06:18,,,,,,,
2475,2019-08-09 17:04:30,2019-08-09 16:54:25,,,,,,,
2476,2019-08-09 17:58:46,,,,,,,,
2477,2019-08-09 18:57:21,,,,,,,,
2478,2019-08-09 19:52:46,,,,,,,,
2479,2019-08-09 20:32:08,,,,,,,,
2480,2019-08-09 20:58:13,,,,,,,,
2481,2019-08-09 21:45:36,,,,,,,,
2482,2019-08-09 22:17:36,,,,,,,,
2483,2019-08-09 23:15:43,2019-08-09 22:57:48,,,,,,,
2484,2019-08-09 23:43:05,2019-08-09 23:36:15,,,,,,,
2485,2019-08-10 00:31:55,2019-08-10 00:17:56,,,,,,,
2486,2019-08-10 01:09:22,,,,,,,,
2487,2019-08-10 02:02:35,2019-08-10 01:53:48,,,,,,,
2488,2019-08-10 06:25:04,2019-08-10 06:15:31,,,,,,,
2489,2019-08-10 07:24:34,,,,,,,,
2490,2019-08-10 08:51:10,,,,,,,,
2492,2019-08-10 09:37:10,,,,,,,,
2493,2019-08-10 10:32:08,,,,,,,,
2494,2019-08-10 11:01:55,,,,,,,,
2495,2019-08-10 11:31:40,,,,,,,,
2496,2019-08-10 11:59:10,,,,,,,,
2497,2019-08-10 12:46:10,2019-08-10 12:40:30,,,,,,,
2498,2019-08-10 13:02:54,,,,,,,,
2499,2019-08-10 13:45:26,2019-08-10 13:38:56,,,,,,,
2500,2019-08-10 14:17:39,2019-08-10 14:09:36,,,,,,,
2501,2019-08-10 15:07:05,2019-08-10 14:52:40,2019-08-10 14:44:43,,,,,,
2502,2019-08-10 15:55:57,2019-08-10 15:50:25,2019-08-10 15:43:16,,,,,,
2503,2019-08-10 16:41:48,2019-08-10 16:31:00,,,,,,,
2504,2019-08-10 17:43:39,,,,,,,,
2505,2019-08-10 18:24:54,2019-08-10 18:18:09,,,,,,,
2506,2019-08-10 19:26:52,2019-08-10 19:18:30,2019-08-10 19:15:17,,,,,,
2507,2019-08-10 20:11:09,2019-08-10 20:05:43,2019-08-10 20:02:36,,,,,,
2508,2019-08-10 21:07:53,2019-08-10 20:58:06,2019-08-10 20:53:12,,,,,,
2509,2019-08-10 21:41:18,,,,,,,,
2510,2019-08-10 22:33:15,,,,,,,,
2511,2019-08-10 23:17:02,2019-08-10 23:12:25,,,,,,,
2512,2019-08-10 23:56:28,,,,,,,,
2513,2019-08-11 00:26:34,2019-08-11 00:16:54,,,,,,,
2514,2019-08-11 01:15:32,2019-08-11 01:06:32,,,,,,,
2515,2019-08-11 02:09:07,2019-08-11 02:02:21,,,,,,,
2516,2019-08-11 02:47:08,2019-08-11 02:40:24,,,,,,,
2517,2019-08-11 03:47:44,2019-08-11 03:41:14,2019-08-11 03:33:25,,,,,,
2518,2019-08-11 04:24:20,2019-08-11 04:19:16,,,,,,,
2519,2019-08-11 05:03:25,2019-08-11 04:55:20,,,,,,,
2520,2019-08-11 05:42:35,2019-08-11 05:36:54,,,,,,,
2521,2019-08-11 06:38:47,2019-08-11 06:30:07,,,,,,,
2522,2019-08-11 07:11:05,,,,,,,,
2523,2019-08-11 07:47:04,2019-08-11 07:42:42,,,,,,,
2524,2019-08-11 08:58:11,2019-08-11 08:47:04,,,,,,,
2525,2019-08-11 09:51:26,,,,,,,,
2526,2019-08-11 10:47:47,,,,,,,,
2527,2019-08-11 11:25:03,2019-08-11 11:19:05,,,,,,,
2528,2019-08-11 12:56:56,2019-08-11 12:14:41,,,,,,,
2529,2019-08-11 13:16:44,2019-08-11 13:09:38,,,,,,,
2530,2019-08-11 14:03:43,2019-08-11 13:59:47,,,,,,,
2531,2019-08-11 14:41:26,2019-08-11 14:34:50,,,,,,,
2532,2019-08-11 15:12:20,,,,,,,,
2533,2019-08-11 15:48:45,2019-08-11 15:39:47,,,,,,,
2534,2019-08-11 16:43:42,2019-08-11 16:27:29,,,,,,,
2535,2019-08-11 16:55:46,,,,,,,,
2536,2019-08-11 17:30:28,,,,,,,,
2537,2019-08-11 18:38:25,2019-08-11 18:07:24,,,,,,,
2538,2019-08-11 19:23:57,2019-08-11 19:16:43,,,,,,,
2539,2019-08-11 20:13:50,2019-08-11 20:06:56,,,,,,,
2540,2019-08-11 21:46:31,,,,,,,,
2541,2019-08-11 22:31:57,2019-08-11 22:29:22,,,,,,,
2542,2019-08-11 23:15:11,2019-08-11 23:08:20,,,,,,,
2543,2019-08-12 02:47:41,2019-08-12 02:40:46,,,,,,,
2544,2019-08-12 03:59:35,,,,,,,,
2545,2019-08-12 04:26:59,,,,,,,,
2546,2019-08-12 05:08:45,,,,,,,,
2547,2019-08-12 06:33:46,2019-08-12 06:22:46,,,,,,,
2548,2019-08-12 07:16:34,,,,,,,,
2549,2019-08-12 07:57:34,,,,,,,,
2550,2019-08-12 08:29:22,2019-08-12 08:23:28,,,,,,,
2551,2019-08-12 08:54:06,,,,,,,,
2552,2019-08-12 09:43:30,,,,,,,,
2553,2019-08-12 10:42:31,2019-08-12 10:34:22,,,,,,,
2554,2019-08-12 11:47:27,2019-08-12 11:33:17,,,,,,,
2555,2019-08-12 12:49:51,,,,,,,,
2556,2019-08-12 14:15:16,,,,,,,,
2557,2019-08-12 14:59:32,,,,,,,,
2558,2019-08-12 15:41:57,,,,,,,,
2559,2019-08-12 16:31:32,,,,,,,,
2560,2019-08-12 17:37:02,2019-08-12 17:19:30,,,,,,,
2561,2019-08-12 18:52:55,,,,,,,,
2562,2019-08-12 20:20:29,,2019-08-12 20:12:36,2019-08-12 19:51:09,,2019-08-12 19:49:14,2019-08-12 19:47:06,,
2563,2019-08-12 22:21:06,,2019-08-12 22:14:01,,,2019-08-12 22:06:25,2019-08-12 21:48:11,,
2564,2019-08-12 23:39:51,,2019-08-12 23:35:31,,,2019-08-12 23:23:18,2019-08-12 23:20:37,,
